text,label
"Ga pedulilah ini video lama, gw mau cerita pengalaman waktu gw pertama kali naik pesawat, itu naik Sriwijaya kalau gak salah, aku suka banget berdiri dan gak make sabuk pengaman waktu pertama kali naik pesawat, gw pikir gak ada toilet ternyata ada, tapi... Gw norak banget waktu naik pesawat, tapi satu hal yang gw gak mau lakukan di pesawat, B.A.B",0
"Kak, kalo anak yang blom punya ktp terus pergi sendiri naik pesawatnya, itu gimana ya?",1
Bang......plisss naik pesawat malaysia airlines dongggg.....,0
"Bang katanya tdk blh aktf hp dlm pswat, lahh abang video dari dlm pswat, emg blh ea bang aktf kn hp dlm pswat wktu d atas",0
"Biar ud 4 x naik pesawat,tetep msh keder jg😁",0
"perdana naik pesawat pakai lion air. itupun tiket d belikan perusahaan. dapat penerbangan pagi, niat dari rumah pengen foto2 bareng keluarga dlu d bandara, karna waktunya d isukan udah mepet d buru2 sama temen buat cepet2 masuk. sekalinya udah d dalam waktu masih lama. rasanya esmosi sama temen dan keluarganya pas udh sampe jakarta",0
Pakai identitas SIM bisa nggak bang..,1
Kak didalem pesawat pegang hp ngga papa ya? Saya minggi rencana mau naik pesawatt dan ini baru pertama aku naik pesawat jd cari cari tauu tatacara naik pesawat hehe,0
Pertama kali gw naik pesawat masih bocil kelas 3 SD bang wkwk waktu itu make Air asia A320 Medan - Kuala Lumpur...ya cuman bisa ngekorin emak aja gatau kek mana chek in...untung jugak bandara nya gak besar amat karna masih di Polonia belum pindah ke Kualanamu...pas nyampe ruang tunggu astaga rame bener karna cuman 1 ruang tunggu ny padahal itu flight pagi jam 5... pas mau take off deg deg serser juga karna seat gw samping window bisa liat kebawah...tapi gw suka si fligt pagi  nya bisa liat sunrise...waktu jaman itu gw gak inget dapet free snack apa engga wkwkw tapi gw sempet beli pulpy orange sampe bingung haga di pesawat lebih mahal dari toko deket rumah gw...untung jugak flight nya gak ada transit segala jadi cepet nyampe...jadi pengen terbang lagi tapi kapan ya wkwkw,0
"ka thank u yah udah buat content yang manfaat, semoga content nya berkah trus kakak juga selalu sehat biar bisa terus bermanfaat buat orang banyak aamiinnn ...",2
Sangat bermanfaat.. Sukses selalu mas,2
"Gini ni bru lengkap, gk kyk channel2 laen",2
Pertama kali naik pelita air . Fokker 100,0
makasih kak buat tutorialnya secara blm pernah ngalamin 😆😆,2
Nonton ini karna minggu depan first time mau ke lombok huhu,2
Terimakasih kak...saya serasa naik pesawat beneran sumpah  wkwkwk... serasa duduk tepat di kursi kaka wkwk liat pesawat lain liat majalah2 dll hehe,2
Makasih bg mntap👏👍🙏,2
Terimakasihh bang<br>Tutorialnya lengkap kaliii,2
Bawa mainan boleh,1
amin moga gwe taun depan bsa nerbangin ni pesawat aminn amin dahh ....,1
"Jadi rindu the first experience naik pesawat, waktu itu dapat pembinaan osn provinsi, dari pak kabid..<br>Kualanamu international airport(Medan) to Husein Sastranegara international airport (Bandung).<br>Huu jadi rindu...<br>Jadi mewek kan tu .....😖",2
Mantap bangett.. 😍,2
Luar biasa tutorialnya👍 sukses selalu.,2
pengalaman naik pesawat wktu itu k Samarinda....hati hilang..tpi pengen bgtu&#39;&#39; mulu.......seruuu low naik pesawat,2
"Kak klw ransel,,,berat ya di batasi kak..",0
Lengkap banget 😊,2
Mas di dlm peswat blh main hp ??? Atau kita menggunkan mode peswat,0
Wih kalau begini aku harus naik pesawat,2
Tutorial naik pesawat ke luar negeri dong bang,1
Bang kalau KTP belum jadi diganti pake kartu pelajar apa bisa bang?,1
Assalamualaikum bang ikhawan..mau tanya donk.<br>Kalo kita check in mau request duduk di window kena biaya brp duit ya bang,1
Mantap kak.  Sukses selalu,2
Kak saya bingung kmarin liat di tutorial satunya dianya kok mesin check in mandiri dulu dan dicetak sendiri tiketnya? Tapi kalo kakak tadi tak lihat pertama kali tiba di terminal kakak langsung menuju pengecekan barang bagasi? Jadi gimana kak perbedaanya...mohon pencerahannya...makasih,0
"Video terlengkap , bagus 👍",2
Kalo gak punya ktp gimana?,1
"Bismillah, penerbangan pertama-ku November 2020 mendatang rute Jakarta - Makassar by Batik Air 🛩",2
"Assalamualaikum bang mau nanya donk mudahan2an di jawab.<br>Kalo mau pesan tiket pesawat online,kira2 brp hari sebelum keberangkatan",1
Kau siapa aku gak tahu😃😃,0
Kak kalo kita transit dri jambi-jakarta-banjarmasih gimna? Mohon bantuannya kk,1
Ini bener2 membantu banget kak👍,2
nge vlog di bandara boleh gak Mas???,1
"Kalau belum punya KTP saat check in gimana bang,pakai kartu keluarga boleh ?",1
"mintak tolong jelasin dong kak yg namanya 1 kali trasit atau 2 kali transit,,,soalnya saya blum pernah naik pesawat,,,rencananya mau dari surabaya ke palembang,,,heheh",0
Laptop boleh dibawa ke kabin gak sih bang? 😁,2
Kak ikhwan kalo mahasiswa yg belum punya ktp pake apa?,1
saya naik pesawat pertama kali pas masih kecil waktu itu naik garuda indonesia dri jogja ke pangkalpinang selanjutnya saya lupa hehehe,2
bagus banget kak tutorialnya buat mereka yg pertama kali naik pesawat.good job for you kak ikhwan,2
"Mau tanya ka ,supaya kita tau pesawat yang kita tuju bner apa salah gimana? Takutnya salah masuk pesawat😅",0
"membantu banget buat first-timer nih. terima kasih banyak kak, sukses terus!",2
"Bang kalo terbang sendiri dan masihi bawah umur gimana tuh bang?,saya udah punya pasport sama kartu pelajar,saya mau pergi ke bangka",1
Tiket online masih berlaku nggk bang sampe sekarang.?,2
Makasih bang ikh aku bisa naik pesawat,2
Terimakasih kak infonya..,2
Mas ihwan,1
"Bang, biasanya kalau di imigrasi luar negeri ditanya apa aja?",0
Oh ini anak pesawat ☺️ terkecil<br>Ak jgk pernah naik loh,0
"wahhh.... keren skali konten nya, sangat bermanfaat kak, sukses ya semoga saya bsa seprti anda, kalau berkenan boleh berkunjung ke channel saya hehe",2
"Pengen naik pesawat tapi takut,takut di ketawain orang lain karna belum pernah,pasti kaku banget dan bingung.",0
Assalamualaikum bang mau tanya koper ukuran 20 dan berat dibawah 7kg itu bisa free cabin kan? Mks bang,2
"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m42s"">10:42</a>😍",1
tapi kak kalau anak kecil kan ngak punya ktp terus digandi apa,1
Belum pernah naik pesawat krn blm brani mudah2n nti kesampaian naik pesawat dan berani 😭,0
SAYA TAKUT NAIK PESAWAT 😭😭😭,0
Aku September 2020 mau ke Bali tp nonton ini mbntu sekali jadi ga bingung lg kl nanti k Bali naik pesawat pertama kali nya. <br>Terima kasih kak atas vlog nya👍😀,2
"Good, petunjuk yg sangat lengkap. Thnks kak",2
Mudah mudahan aku bisa dapet kerjaan yang tugasnya keliling Indonesia dan bisa ngerasain naik pesawat hehe. Aaamiiin.,2
Kalo misalkan enggak punya KTP terus mau boarding nya gimana?,0
Dari semua video ini yg paling lengkap.  Makasih ya.  Ngebantu banget videonya. 🙂🙂<br>Sukses terus..,2
Pengalaman pertama sprt kurang oksigen deg degan 🤣,0
Dlm peswat boleh main hp bang?,2
Klo kita pesan online sdh ada tiketx apkh hrus dprint LG utk jd tiket bru cek in?,2
Ke Bandung Rp 300.000 belum rapit test Rp 550.000 total Rp 800.000 itung keseluruhan belum tambah biaya rapit test swab,0
Kakak. Saya pernah juga sitilik,2
"Keren banget mas tutorialnya,, jujur penasaran caranya naik pesawat, karena parno yg pasti. Berhubung pengen mudik &amp; ingin mempersingkat waktu mau ga mau mesti nyoba, n first time. Oh ya mas kalo dari halim biasanya kita datang brp jam sebelum keberangkatan ya?",2
Kalo bawa koper itu apa harua ambil bagasi? lha cara ambil atau gak bagasinya gimana kak?<br><br>Terimakasih,0
"Tutorialnya sangat berguna bang, terima kasih",2
Syaa deg deg kn kli pertama naek.pesawat Lion air,0
"Very helpful, thank you",2
Sangat bermanfaat,2
Jadi pengen naik pesawat tapi takut jatuh,0
Faizal Ribhi kelas 2,1
Kok boleh ngerekam di balik pos security pemeriksaan bagasi bang?,2
Tutorial paling jempol...  Tetep aku lht bang...  Mskipun udh prnh bbrpkali naik pswt..,2
Masih ngumpulin keberanian buat naik pesawat 😑 bawaanya tuh mikir yg jelek2 ajaaahhhhh 😂,0
Intinya MODAL DUIT DAN MODAL PERCAYA DIRI WKKW,1
"Tutorialnya bagus, singkat, padat dan lengkap. <br>Dulu pertama naik tangga pesawat kaya naik tiang gantungan deg-degan 😃😃😃",2
Sipa masih nonton 2020,1
Sangat bermanfaat 😊💗,2
Kalo ke Korea?😭,1
"Komplit banget mass, thx",2
Bang saya masih bingung tentang bagasi gratisnya,2
Baru pertama mau naik pesawat aja jauh banget ngajaknya ...ke India ??? Gua bingung kira&quot; kalo pas pulang gua bisa ngga ya ....galau tingkat dewaaaaa,0
Tolong pesan 17 Airbus a380800 <br><br>16 untuk lie family airlines<br>1 untuk bakso bang darren,1
Ka mau nanya kan saya belum punya KTP apakah bisa pakai dokumen yang lain selain KTP?,1
"Ka Ikhwan, apakah kalo kita naik Citilink Airbus A320 bisa request kursi secara gratis di counter check in?",2
Gimana cara tahu jenis pesawatnya,1
"Bagus tutorialnya kak, sangat membantu.<br><br>Pertama kali naik peswat tahun 2017, itu juga dibayar karena ikut lomba. Waktu itu ditemani pembimbing (guru saya)jadi semuanya diurus dan saya tinggal ikutin saja. Awal masuk bingung sampai salah tempat duduk, saya pikir tingga pilih tempat sendri😆, Selain itu, bingung pasangin sabuk pengaman dan membuka mejanya. Wakwakwak.<br>Penerbangan selama 45 menit hanya lihat-lihat dalam peswat dan luar peswat, dan parahnya pas mau landing salah satu teman saya (peserta lomba) mabuk dan mutah.<br>Saya juga terbawahkan namun saya berusaha menahan.<br>Yang lebih parah lagi, layar hp saya pecah karena ditinggal dalam saku koper paling depan yg dititip di bagasi😅. Untung uang lomba bisa buat beli hp baru tapi saya ciuma ganti layar saja.<br>Dari saat itu sampai saat ini, belum perna naik lagi. <br><br>Saya juga mau tanya dong kak.<br>Kan kemarin saya bawah koper, kalau bawah tas ransel berisikan pakaian apa dibawah kita atau dititip di bagasi kak?",2
Pertama kli naek pesawat jantung aq mau copot tkut,0
Ka kalo misalkan anak umur 17 kebawah kita hrs tunjukin apa ya kan kalo 17 ke atas tunjukin ktp apakah kartu pelajar?,1
Kalau check in pakai kartu pelajar bisa ngga ya kak.,1
"Kak ikhwan mau tanya, kalo naik pesawat domestik itu harus pake paspor atau nggk?",1
assalam&#39;mualaikum hlo semua mas ini bisa pulang ke bandung sy juga tp kenapa karena ia mau dengan QG 330,1
Kalo naik pewasat sepatu ato sandal hrs dilepas baru naik tangga peswat,1
Maap ni bg saya mau nnyk:) klw kita bawak vape atau yg apa lh itu. Apakah itu kita mengenakan pajak nya atau kita dilarang membawak nya? Mohon maap bg saya blm prnh naek pesawat:) smga ini rencana mau berangkat ke batam:),1
Gimana kalau KTPnya mati mas?,1
Penjelasannya sangat membantu  detail banget  terimakasih🙏👌,2
"Mas, ekonomi citilink kurang lebih jarak leg room nya begitu semua atau gmn ya?",0
"Pertama x naik EMG deg2kan jg sih  THN 2017, tp skrg malah gak mau LG naik bus,.capek, lebih enak naik pswt .",0
Gimana kalo yg belum punya KTP bg seperti pelajar,1
Makasih infonya Bang,2
pake kamera apa bang?,1
Kalau KTP di ganti kartu identitas lain bisa kak ? Seperti SIM atau yg lain,1
aku beberapa kali aku naik pesawat bulak balik singpur ke dki jakarata jadiyah dah tau semua cara naik pesawat yang belum naik atau yangbelun naik beginilan cara naik pesawat janganlupa subrek mudahloh sekarang,2
bismillah moga lancar first flight nanti,2
Tooop,2
Sehat selalu yh kak,2
Udah sering sih naik pesawat tapi suka bingung pas kita mau duduk di tengah kanan atau kiri 🤣,0
"kak biasanya open gate itu cuma untuk satu tujuan aja kan? ga mungkin tujuannya di gabung? misalnya ada 2 pesawat citilink yg mau terbang dgn tujuan Bandung &amp; Bali, nah open gatenya satu2 kan? misal Bali dulu nih abis itu Bandung gitu kan?",1
Pak kan aku baru pertama naik pesawat pak kalau aku gak mau ngerasa ngeri gimana tu pak,0
Kak saya masih umur 16 thn sya mau pulang kampung sendiri..lahkan sya blm pnya KTP emng bsa kak naik pesawat?,1
"Sdh banyak kunonton Tutorial , cuma ini yg bisa kumengerti terimakasih bro 🙏🏻🙏🏻🙏🏻👏🏻👏🏻👏🏻🥰",2
"Bang berarti naik pesawat sama naik kereta sama aja ya ? Tahapnya ga jauh² dari ; beli tiket (dapet kode booking), ke counter check ini buat cetak tiket (boarding pass), tunggu pintu masuk kereta, naik kereta.<br><br>Kecuali mungkin kereta ga pake acara cek keamanan, ga pake jalan² jauh, sama ga bingung urus barang bawaan yg over kapasitas (harus bagasi), dan pengurusan imigrasi utk penerbangan intern.<br><br>Kalau ada kekurangan atau kekeliruan mohon di koreksi. Oiya, saya mau tanya dong :<br>1. Untuk proses transit bagaimana ya ? Apakah nanti di boarding pass kita di bandara 1 dikasih tau ttg gate, nomer pesawat nomer kursi setelah sampai di bandara trabsit ? Dan nanti setelah turun bandara kita bisa langsung ke gate buat nunggu keberangkatan selanjutnya ? Atau setelah sampai di bandara transit kita perlu check in ulang dan ngulang step seperti di video ?<br><br>2. Terkait barang bawaan, yg boleh dibawa ke kabin pesawat itu barang apa aja ya mas ? Laptop dan aksesorisnya (charger) apakah bisa ? Saat pengecekan apakah hp juga harus di taruh di tas dan bukan di saku ?",1
Bang umur 12 tahun boleh ga naik pesawat terus kalau bayarnya lewat online pantes nya pembayaranya yang mana kak ikhwan,1
"Klo koper itu masuk begasi gak bang, atau boleh dibawa di kabin pesawat",1
Saya sangat senang waktu terbang dari surabaya ke madinah naik boieng 747 400,2
Kalao ga punya ktp gimana bang? Boleh pake kartu pelajar?,1
"Mas,, Kalau blm pnya KTP. Misalnya msh berumur 13 thn itu boleh naik pesawat gaa????  Tolong di jwbb",1
Lusyuuu banget sihhhhhhh🥰❤,1
Panduan youtubers paket Complitt detail sekali apa lagi untuk pemula   Thankz bgt ksih info lengkapp..sukses y bang,2
Dipesawat boleh buka hp kan bang kecuali menghidupkan data?,1
"gila bang lengkap banget, gate aja dikasitau artinya, makasih bang",2
sangattt membantu sekali mas penjelasannya👍,2
Kalo ga punya KTP gimana bang?,1
Kalo udah check in mandiri harus ke konternya nggak bang?,1
"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=0m11s"">0:11</a>",1
"anjay langsung Full thortel <a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=15m20s"">15:20</a> pesawatnha.",1
Bang itu sampean kan pake citilink jadi waktu mau ke gate tuh lurus aja? Kalo saya nih make Batik Airbrarti klo kegate belok kanan?<br><br><br>Via HalimPerdanakusuma,1
"Pertama kali naik pesawat November 2019 Cengkareng-Bali PP dengan air asia. <br><br>Aku kan takut bgt ketinggian. Pas berangkat, aku kek B aja. Karena aku tidur sambil denger musik. Wkwkw tau2nya sampe di Ngurahrai.cuaca cerah juga.<br><br><br>Pas ke Soetta, cuaca ga bersahabat. Berasa bgt getaran.  Kata tmn sebelah itu karena awan. Trs pesawat nurun tiba2 gw kaget dong . Langsung istighfar wkwkw. Kta temen sebelah, tenang ta, itu krn kita mau mendarat wkwkw. Sumpah takut gue bang. Wkwkwk norak bgt gue. Wkwkw<br><br><br>Btw dr pesawat, gue bisa liat pemandangan keren bgt bang, liat awan, trs liat kilat😅😅😅<br><br><br>Kangen naik lagi wkekw",0
Pertama kali aku naik air asia . Ckg denpasar PP😬😬😬,1
Bang kalau chek-in pake ktp lama bisa gak ?<br><br>Soalnya ektp saya blm ada,1
"Bang klo kita misal bawa koper,,waktu ke counter check in dikasih ke mba mab nya?",1
lengkap bangett makasih banyak bang sangat bermanfaat😍😍,2
Makasih bangg sukses terus,2
"Bang Ikhwan,,kita tuh gaboleh nyalain ponsel waktu take off dan landing aja??? Kalo pesawat udah stabil diudara boleh make ponsel asalkan dalam airplane mode,,,bener gak bang?",1
Ambil di bagasinya gimana?:v gw parah bang masih bahlul bener  soal ke pesawat,1
Mantap jd gk ragu lg,2
"Bang,pesawat ATR kek gitu buat jarah jauh bisa ga? Kan abang dari jakarta ke bandung,,,, klo saya mo rencana ke kualanamu take off di djuanda",1
Yg luar negeri dong bang.. dr awal mpe keluar bandara.. aku mau ke amerika oktober besok tapi takut nyasar dibandara wkwkkw,0
"Belum baru mau naik pertama, takut. Takut bngt, soalnya takut ketinggian. 😔😝",0
Terima kasih kak😇,2
Ka mau tanya dong aku bru pertma kali booking tkt pesawat onlne jd pas dftr aku ketik nama depan nurul huda dn belakangnha huda lg jd nurul huda huda masalah ga ya ka ya Allah aku bngung malah lg sikon bgni respon maskapai susah sekali .<br>Maslah ga ya ka ? Apa msh bisa nanti ? Apa bner2 gagal gitu ya Allah sedih bgt malah pertma x masa gagal 😣😢 pliss yg tau bantu jawb ya kaka makasih,1
Ica (aisyah) pramugarinya msk vlog...,1
"Tutorial pertama kali naik pesawat ini sangat bagus mas, jadi tau mas kalau naik pesawat jadi paham, ihya bang bikin tutorial transit pesawat mas (transitnya boleh domestik maupun internasional)",2
Bali-jakarta naik busss capekkkkk di perjalanan...pingin naik pesawat tp bingung beli tiket nya yg bukan onlin.soalnya klo bli onlin saya gk paham,0
Bang kan misal aku pesan tiket pesawat terus ada 2 orang gitu pesan pake nama ku . Terus waktu chekin itu kan nunjukin e-tiket sama ktp . Trus di situ KTP aku aja atau KTP penumpang dua dua nya ? Aku dengan penumpang 1 nya ?,1
Kalau citilink gratis bagasi 20 kg ya bang?,2
Kebetulan saya pas puasa mau Liburan ke Balikpapan tolong jelaskan y kak gmn cara transit,1
Kak cara transit gmn kak,1
Kak mau nanya semisal baru pertama kali naik pesawat tapi belum ada KTP adanya Kartu Pelajar gimana kak?,1
Bang aku mau tanya Kalau Misal Belum punya KTP bisa Ngga Pakai Kartu Pelajar ??,1
Di ruang tunggu citilink apakah ada musholla?,1
Ngeri2 gmna gtu waktu naik pesawat SQ ke SG pertama x untung naik SQ,0
Tutorial ke luar negeri donk,1
